1.000000, -0.031250, 0.018182, -0.047619, -0.140496, -0.225806, -0.054545, -0.031579, -0.187500, -0.375000, 0.087379, 0.052632, -0.187500, 0.000000, 0.000000, -0.065217, -0.220339, -0.281250, -0.067961, -0.036145, -0.203252, -0.138462, 0.087379, 0.200000, -0.072000, 0.312500, 0.230769, 0.080460, -0.083333, -0.169231, -0.128713, -0.284211, -0.234375, -0.281250, 0.009709, -0.031579, -0.125000
1.000000, -0.031250, 0.090909, 0.047619, -0.206612, 0.290323, 0.309091, 0.221053, -0.078125, 0.375000, 0.553398, 0.431579, 0.046875, 0.129032, 0.538462, 0.304348, 0.000000, 0.093750, 0.475728, 0.373494, 0.008130, 0.107692, 0.398058, 0.311111, 0.072000, 0.062500, 0.403846, 0.356322, -0.033333, -0.046154, 0.445545, 0.305263, -0.015625, -0.187500, 0.339806, 0.221053, -0.015625
1.000000, -0.031250, 0.309091, 0.285714, 0.008264, -0.129032, -0.090909, -0.010526, -0.218750, -0.281250, -0.242718, -0.157895, -0.218750, -0.129032, 0.346154, 0.326087, -0.033898, -0.156250, 0.106796, 0.084337, -0.138211, 0.076923, 0.262136, 0.222222, -0.024000, 0.125000, 0.519231, 0.425287, 0.000000, 0.138462, 0.485149, 0.284211, 0.078125, 0.250000, 0.631068, 0.578947, 0.140625
1.000000, -0.031250, 0.309091, 0.380952, 0.074380, 0.129032, 0.472727, 0.557895, 0.078125, -0.031250, 0.398058, 0.263158, 0.015625, -0.032258, 0.442308, 0.326087, 0.033898, -0.062500, 0.533981, 0.397590, -0.024390, -0.138462, 0.359223, 0.422222, -0.024000, 0.000000, 0.519231, 0.425287, 0.000000, 0.138462, 0.663366, 0.368421, 0.015625, 0.125000, 0.533981, 0.368421, 0.015625
1.000000, -0.031250, 0.381818, 0.285714, -0.123967, -0.129032, 0.309091, 0.073684, -0.156250, 0.093750, 0.398058, 0.073684, -0.218750, -0.032258, 0.615385, 0.434783, 0.033898, -0.156250, 0.533981, 0.397590, -0.089431, -0.261538, 0.262136, 0.222222, -0.184000, -0.125000, 0.519231, 0.425287, -0.050000, -0.107692, 0.485149, 0.368421, -0.031250, -0.250000, 0.203883, 0.094737, -0.218750
1.000000, -0.031250, 0.381818, 0.357143, -0.024793, -0.096774, 0.454545, 0.431579, -0.015625, -0.250000, 0.398058, 0.136842, -0.125000, 0.000000, 0.538462, 0.413043, 0.067797, -0.031250, 0.553398, 0.493976, 0.008130, -0.261538, 0.553398, 0.400000, 0.008000, -0.062500, 0.480769, 0.471264, -0.033333, -0.169231, 0.524752, 0.515789, -0.015625, -0.281250, 0.495146, 0.410526, -0.015625
1.000000, -0.031250, 0.381818, 0.357143, -0.024793, 0.000000, 0.381818, 0.431579, -0.015625, -0.031250, 0.553398, 0.431579, 0.046875, 0.000000, 0.615385, 0.521739, 0.067797, -0.031250, 0.475728, 0.493976, 0.008130, -0.015385, 0.553398, 0.400000, 0.008000, -0.187500, 0.480769, 0.471264, -0.033333, -0.046154, 0.623762, 0.515789, 0.046875, 0.062500, 0.592233, 0.410526, 0.046875
1.000000, -0.031250, 0.381818, 0.380952, 0.074380, 0.129032, 0.545455, 0.452632, 0.078125, 0.093750, 0.572816, 0.347368, 0.015625, -0.032258, 0.519231, 0.434783, 0.033898, 0.062500, 0.631068, 0.397590, 0.024390, -0.046154, 0.631068, 0.644444, 0.088000, -0.125000, 0.442308, 0.425287, 0.000000, 0.015385, 0.564356, 0.368421, 0.015625, 0.000000, 0.533981, 0.368421, -0.031250
1.000000, -0.031250, 0.381818, 0.476190, -0.024793, 0.000000, 0.454545, 0.431579, 0.046875, -0.031250, 0.553398, 0.431579, 0.046875, -0.161290, 0.576923, 0.391304, 0.000000, -0.062500, 0.495146, 0.469880, -0.056911, -0.169231, 0.495146, 0.600000, 0.008000, -0.281250, 0.461538, 0.310345, -0.066667, -0.384615, 0.425743, 0.263158, -0.046875, -0.406250, 0.320388, 0.263158, -0.046875
1.000000, -0.031250, 0.381818, 0.476190, -0.024793, 0.000000, 0.454545, 0.431579, 0.046875, -0.031250, 0.553398, 0.431579, 0.046875, 0.000000, 0.461538, 0.413043, 0.067797, -0.031250, 0.553398, 0.373494, -0.056911, -0.015385, 0.553398, 0.400000, 0.072000, -0.062500, 0.576923, 0.586207, 0.033333, 0.076923, 0.623762, 0.410526, 0.046875, 0.062500, 0.592233, 0.305263, 0.046875
